example_id,summary,base_cluster_id,base_cluster_name,base_cluster_description
254c5056-39c9-466a-9e5f-89cc3dc1188f,increase the number of available LangGraph deployments and to connect with the team about enterprise options and the startup program for their AI use cases and offline agent flows.,44,Increase LangGraph platform deployment quota limits,"Users requested increases to their LangGraph platform deployment quotas to accommodate multiple environments such as development, staging, and production deployments. The support team successfully processed these quota increase requests, typically raising limits from 1 deployment to 2-5 deployments or higher based on user needs."
2575ffbf-8d81-46eb-8b4c-e6a19f99255b,"clarify the beta status of the platform, cancel their subscription, and request refunds for unexpected charges, which led to multiple billing issues and ultimately revealed that upgraded plans cannot be downgraded back to the free developer tier. The support interaction involved confusion between different product pricing, repeated unwanted charges, refund processing, and access issues when trying to return to the free plan.",56,Resolve LangSmith billing and subscription management issues,"Users experienced various billing and account management issues including locked accounts preventing plan upgrades, unauthorized charges, payment interface problems, and confusion about subscription plans and pricing. The support team resolved these issues by manually processing plan changes, issuing refunds, updating payment methods, and clarifying billing policies across different LangSmith subscription tiers."
258a8ef4-0ec7-49bf-896b-cb80f2022712,"help with a LangGraph Cloud agent run that is stuck in an indefinite execution state with invalid negative timing values, cannot be stopped via API due to internal server errors, and is causing unnecessary costs to accumulate.",159,Resolve LangGraph platform runtime performance and scaling issues,"Users requested help with LangGraph platform runtime performance issues including high CPU usage in self-hosted deployments, runs getting stuck in loops or pending states, 503 service errors, timeout cancellations, and API throughput limits affecting production workflows. Additional support was needed for LangGraph platform configuration questions around scaling concurrent assistants, checkpointer operations, rollback multitask strategies, and graph state management best practices."
258ee330-35e8-418b-ba38-9c6a139cd52d,"help with a technical issue running the ""langgraph dev"" command on Windows OS terminal, which is a LangGraph OSS Python development environment problem.",150,Resolve LangGraph dependency and build compatibility errors,"Users experienced various dependency and build errors when working with LangGraph platform deployments and OSS installations, including ImportError issues with missing constants, ModuleNotFoundError exceptions from deprecated modules, and version compatibility problems between langgraph packages. The support team resolved these issues by releasing updated package versions with backward compatibility, providing upgrade guidance for minimum required versions, and helping users configure proper dependency management in their requirements files and virtual environments."
25c42790-874b-4608-92c7-e1df7bd1a11c,"help them understand how to add metadata to a LangSmith trace after the trace has completed, specifically wanting to include request IDs from API responses that are only available post-completion.",43,Resolve LangSmith SDK tracing integration and API access issues,"Users sought technical support for LangSmith SDK integration and programmatic access issues, including problems with tracing functionality for images and Anthropic models, async evaluator usage, and retrieving experiment data via API. They also requested guidance on advanced tracing features like cross-project integration, metadata management, performance monitoring, and resolving data validation errors when adding traces to datasets."
25da9ea7-4f76-4364-8d0c-57b7a40f8544,respond to a spam email offering legal services contact lists. This is not a LangChain/LangSmith support request but rather spam.,89,Handle spam and unsolicited marketing inquiries unrelated to LangChain,"Support representatives received multiple unsolicited marketing emails and spam messages covering various industries including petrochemicals, financial services, SEO services, legal services, and AI marketplace partnerships that were completely unrelated to LangChain or LangSmith technical support. These spam inquiries required identification and appropriate handling to close tickets without engaging with the fraudulent or promotional content."
25e123d7-051a-49c0-a4e8-909a8acd6d89,"provide a summary of the user's support request from the conversation. The user disputed an unexpected $20,000 billing charge for LangSmith traces and extended data retention, which was 100x higher than their typical monthly invoice, and requested immediate investigation and resolution of what appeared to be charges for failed API calls.",131,Resolve LangSmith billing disputes and account management issues,"Users contacted support with various billing-related inquiries including disputed charges, payment failures, unexpected billing amounts, and questions about pricing and plan features. The requests also included administrative issues such as account management, status page subscriptions, and clarification about service charges and payment processing."
25f0c090-bf87-466b-aa67-4a21a35fd083,"provide a detailed explanation of the concept of ""privacy-preserving"" in the context of machine learning and artificial intelligence.",110,Provide enterprise privacy and compliance guidance for LangChain ecosystem deployments,"Users sought comprehensive guidance on privacy, security, and compliance requirements for LangChain ecosystem components including LangSmith, LangGraph Platform, and LangGraph Cloud deployments. They requested specific information about GDPR compliance, data processing agreements, regional data segregation, HIPAA requirements, role-based access controls, and enterprise-grade security configurations across multi-tenant and multi-region environments."
2618dc80-c9a6-4436-89a1-3ea64052b18f,"provide information about the pricing and deployment options for the LangGraph platform, specifically asking whether multiple agents can be deployed under a single deployment or if separate deployments are required for each agent type given their low-usage scenario.",25,Provide LangGraph and LangSmith pricing and licensing information,"Users sought information about LangGraph and LangSmith pricing models, licensing terms, and enterprise deployment options for their commercial applications and startups. They also requested assistance with obtaining license keys, understanding billing policies, and connecting with sales teams for enterprise quotations and contract negotiations."
262277f8-4661-46ce-8f76-fa38a3458d76,"help them with a LangSmith observability issue where trace statistics (total time and token counts) were not accurately reflecting the complete data when resuming interrupted LangGraph runs, requiring troubleshooting of run ID management and thread view functionality.",9,Troubleshoot LangSmith trace display and interface navigation issues,"Users requested help with various LangSmith trace viewing and navigation issues, including problems with UI element visibility, trace loading performance, missing trace data, and interface functionality. The support requests specifically focused on troubleshooting trace display problems, improving trace interface usability, and resolving issues where traces were incomplete, hanging, or inaccessible through the LangSmith dashboard."
2638aa32-4f73-4c8d-a845-d5e15d6fedbc,help with an error when using model configurations from the prompt hub with the chat model library in a javascript environment. The user wanted to configure model parameters centrally and switch between different model providers easily without hardcoding model classes in their application code.,64,Fix LangSmith Playground and Prompt Hub functionality issues,"The users requested support for various functionality problems in the LangSmith Playground interface, experiencing issues with output copying, prompt execution, model configuration settings, and feature integration. They also needed help with Prompt Hub-related problems including slow pull performance, template format settings, structured output schema handling, and version control issues affecting prompt management workflows."
26763d1b-f324-4879-98af-99f68f415a5e,"help categorize LangChain support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.",84,Categorize LangChain support interactions for operational analysis,Users requested assistance with organizing and categorizing LangChain/LangSmith support interactions to improve their internal support operations. They sought help analyzing conversation patterns to identify recurring customer issues and enhance overall service quality within the LangChain ecosystem.
2679403c-9ed3-4460-b497-b9c053bc3c61,"change their account zone from US to EU for their startup account, seeking guidance on whether this is important and how to accomplish the migration for compliance reasons.",66,Migrate LangSmith accounts from US to EU region,"Users requested assistance migrating their LangSmith accounts from the US data region to the EU data region for compliance and data residency requirements. Support teams provided step-by-step guidance for manually recreating organizations in the EU region and transferring data, subscriptions, and startup plan benefits since direct cross-region migration is not supported."
268e806e-a899-478b-a5a6-84ae29f79fae,"increase their deployment limit on the platform from 5 to accommodate additional agents for data preparation, and they also requested a feature to have deployment-specific API keys to separate stage and production environments.",11,Increase LangGraph platform deployment quotas for environment separation,"Users requested deployment quota increases on the LangGraph platform to support specific business needs including separate development/staging/production environments, regulatory compliance requirements, conference demonstrations, and multi-application development workflows. The support team consistently approved these requests by increasing quotas from the default 1 deployment to 5 deployments at no additional cost during the open beta period."
26c8b7ff-f71b-417c-a463-36931abfd7e3,add a new provider to the playground functionality.,88,Configure LangSmith Playground network access and authentication settings,"Users requested support for configuring network access and authentication settings for LangSmith Playground functionality, including IP whitelisting, private endpoint configuration, and resolving 403 PermissionDeniedError issues. They also sought assistance with setting up workspace-level API key management, role-based authentication, and DNS resolver configuration for both cloud and self-hosted Playground deployments."
26c91d7c-123f-4bcc-8401-d7e2ca223ceb,"help them with their LangChain/LangSmith support issue related to Azure OpenAI API key configuration problems. The user is experiencing a ""Missing key"" error when using Azure OpenAI through the API, despite the same configuration working fine with regular OpenAI models and on the LangSmith platform.",74,Resolve Azure OpenAI integration configuration and compatibility issues,"Users requested support for configuring Azure OpenAI integrations with LangSmith Playground and LangChain, experiencing issues with API key configuration, model name tagging, deployment settings, and private endpoint connectivity. The requests also involved resolving Azure OpenAI-specific technical problems including API version compatibility, caching issues, SSL context errors, and tracing display inconsistencies."
26cc2d7b-f374-48d5-999c-ae6ac5896624,analyze a conversation about a scheduled call that was ultimately cancelled due to lack of agenda items and participant availability.,116,Provide general conversation summaries without LangChain technical context,"Users repeatedly requested conversation summaries and general analysis without specifying any particular LangChain or LangSmith technical issues or feature needs. These requests appeared to be generic conversation processing tasks rather than specific support requests for LangChain ecosystem components, tools, or integrations."
26cc98bb-847a-4824-af56-28958ac1d747,"analyze a meeting summary document and identify the specific support request type, but this is actually a meeting summary about feature requests and product feedback rather than a direct support conversation. The document discusses various feature requests, status updates, and action items for product development collaboration.",87,"Resolve LangSmith tracing, observability, and platform infrastructure issues","Users reported various technical issues with LangSmith's tracing and observability features, including database errors affecting trace tracking, prompt execution linking problems, and Judge Prompt Preview placeholder bugs. The requests also included infrastructure questions about WebSocket support and high-volume logging capabilities, along with compliance documentation needs for security questionnaires."
26dfd7b1-fbcf-4b97-8ff3-7ba94386c34f,analyze a potential spam or phishing message. This is a spam-related inquiry as the message appears to be a suspicious document signing request that is unrelated to technical support services.,35,Filter spam phishing document signing requests from support channels,Multiple users submitted suspicious document signing requests that appeared to be spam or phishing attempts to the LangChain/LangSmith support system. The support team consistently identified these messages as fraudulent communications unrelated to technical support services and flagged them as security concerns.
2703bf60-4bd4-4bc9-b887-934db72057e9,"help with missing traces in LangSmith during batch processing operations, where run IDs are generated but the corresponding traces are not appearing in the LangSmith dashboard despite successful execution.",19,Troubleshoot LangSmith evaluation execution and tracing issues,"Users reported various issues with LangSmith evaluation functionality including missing traces during batch processing, empty experiment results despite successful execution, performance problems with high concurrency settings, and UI display bugs affecting experiment visualization. They also encountered problems with custom evaluator integration, data export capabilities, and inconsistent trace visibility between local and platform environments during evaluation workflows."
270f63aa-8e09-40ad-9a4b-00544beb6a41,"provide a follow-up response to a previous email inquiry, but the specific nature of the original technical support request is not specified in this conversation.",87,"Resolve LangSmith tracing, observability, and platform infrastructure issues","Users reported various technical issues with LangSmith's tracing and observability features, including database errors affecting trace tracking, prompt execution linking problems, and Judge Prompt Preview placeholder bugs. The requests also included infrastructure questions about WebSocket support and high-volume logging capabilities, along with compliance documentation needs for security questionnaires."
27240718-8278-4cc2-9a73-cfc354871594,"feature their open-source fine-tuning data augmentation tool that integrates with the platform, seeking promotional support rather than technical assistance.",103,Handle promotional spam requests for open-source tool integration features,"Users submitted repeated promotional requests seeking to feature their open-source fine-tuning data augmentation tool that integrates with LangChain-groq and Ollama models on the platform. These requests were identified as spam rather than legitimate technical support issues, as they sought visibility and promotional support for their project within the LangChain community."
2724f1f8-7322-4e41-a610-a62324b45422,"provide support for running evaluations using batch endpoints from inference providers to avoid rate limiting issues, particularly for larger ongoing evaluation jobs like daily production data processing or hyperparameter searches.",109,"Provide advanced LangSmith evaluation features and experiment management
capabilities","Users
requested support for advanced LangSmith evaluation features including access
to batch endpoint integration, experimental search capabilities, binary file
uploads for multimodal evaluations, and the LLM-as-Judge alignment preview
feature. They also sought enhanced experiment management functionality such as
cross-account experiment merging, human-in-the-loop evaluation integration,
customizable naming conventions, and dashboard capabilities for multi-dataset
portfolio reporting with statistical analysis."
272a45e6-8b81-4cd8-805f-239b56eba230,add a feature that allows selecting specific dataset splits when adding items to datasets from the annotation queue and tracing project rules. The user explained this would enable chaining online evaluators to automatically categorize and organize runs into different dataset splits based on classification results.,165,Provide comprehensive LangSmith dataset management SDK guidance and features,"Users requested comprehensive support for programmatic dataset management in LangSmith, including SDK methods for checking dataset existence, creating datasets with examples, managing resource tags, and understanding organizational features like splits versus metadata. They also sought guidance on cross-project dataset accessibility, bulk workflow execution, schema configuration for nullable properties, and API usage patterns for querying experiments and managing dataset lifecycle operations."
2747c7d5-92c9-4e47-99ea-baebf19346f3,"understand the support conversation, which is actually a proactive notification from the support team about API rate limiting issues and recommendations to switch to newer, more efficient endpoints to avoid future problems.",131,Resolve LangSmith billing disputes and account management issues,"Users contacted support with various billing-related inquiries including disputed charges, payment failures, unexpected billing amounts, and questions about pricing and plan features. The requests also included administrative issues such as account management, status page subscriptions, and clarification about service charges and payment processing."
2768df10-ae74-4a2a-a817-af2acf7bf3e2,"help with a production deployment issue on the platform where database creation is failing, despite development deployments working correctly. The support team is troubleshooting by requesting deployment details and suggesting the issue may be related to non-unique project naming.",138,Resolve LangGraph Platform database infrastructure and migration failures,"Users experienced critical database-related infrastructure failures in their LangGraph Platform deployments, including migration errors, connection failures, and complete system outages that prevented organizations from functioning properly. The support team helped resolve these issues through database configuration adjustments, migration fixes, version upgrades, and proper authentication setup to restore deployment functionality."
276ed73b-819a-4497-be58-1e3859a0349c,"provide information about using a custom domain for LangGraph Cloud. The support team confirmed this feature is not currently supported and is not on the roadmap, but noted the request for future consideration.",55,Resolve LangGraph Studio UI connectivity and API integration issues,"Users experienced various technical issues with LangGraph Studio's user interface and API integration, including HTTP 404 errors when loading assistant schemas, authentication header bugs, and CORS configuration problems. The support requests involved troubleshooting Studio connectivity issues, API response format corrections, and browser-specific configuration fixes to resolve interface loading failures."
276f5a28-209b-4d6a-9abb-0f612c6317e6,help with billing and account management issues related to startup pricing not being applied correctly and adding a new user to their startup account. The support agent resolved the billing discrepancy by adding a credit and confirmed the startup pricing would take effect in the following month.,149,Clarify LangSmith subscription pricing and billing plan structures,"Users contacted support to clarify LangSmith subscription pricing, billing structures, and plan details across different tiers including startup, plus, and enterprise options. The requests involved understanding seat charges, trace-based billing models, plan upgrades, billing discrepancies, duplicate subscriptions, and enterprise pricing inquiries for procurement purposes."
277a2058-a722-4d3e-a714-ca66f7d0f0e1,recreate invoices for their organization with updated billing details after they corrected their billing information on the platform. The support team confirmed they re-sent the invoices and asked the user to report any missing items.,71,Update LangSmith billing account information and invoice settings,"Users requested assistance with updating billing account information including invoice email addresses, billing addresses, company names, and payment methods for their LangSmith accounts. Support agents provided instructions for making these changes through account settings and manually updated backend billing configurations when interface access was limited."
27ace876-54c7-4cce-9ecb-d85389a08d5c,help them delete specific traces from their tenant. The support team explained that self-service deletion of individual traces is not currently supported but may be added to the API in the future.,123,Resolve LangSmith trace limits and billing issues,"Users experienced various issues with LangSmith trace limits and billing, including limits not reflecting properly in the API, account access restrictions after exceeding free plan limits, and discrepancies between displayed and actual trace usage counts. These requests involved troubleshooting trace limit configurations, billing explanations, usage management guidance, and account plan adjustments to resolve blocking errors and unexpected charges."
27b2eb63-d9cc-437e-a217-07056910d962,answer a question about the preceding support conversation.,59,Analyze and categorize previous LangChain support conversation content,"Users submitted requests for assistance with analyzing and categorizing previous support conversations to understand the nature and content of their original support requests. These requests involved platform warning messages, organization membership transitions with billing concerns, production deployment failures due to control plane bugs, and general conversation summarization needs within the LangChain ecosystem."
27cd4f46-46b7-4f37-9e2e-69f9cd70e72a,"reissue a certificate with the correct name instead of ""Google User"" for a completed LangGraph Academy course. The support team successfully updated the certificate name as requested.",70,Correct LangGraph Academy certificate name display issues,"Users requested corrections to their LangGraph Academy course completion certificates, which displayed incorrect names such as ""Google User"" or outdated display names instead of their actual names. The support team successfully processed these administrative requests and updated the certificates with the correct name information for various academy courses including Introduction to LangGraph."
27d884a0-8b7e-4440-bdf3-800da83a1134,delete their personal information from the system. The support team confirmed that the data deletion request was completed successfully.,8,Process LangSmith organization account GDPR data deletion requests,Users requested deletion of their organization accounts and all associated personal data under GDPR data subject access rights through LangSmith's admin support system. The support team processed these data deletion requests by confirming user intent and successfully completing account removals from their systems.
27db6f86-ce2a-4640-a423-2b8e485df549,"help them with a LangGraph Platform issue where the ""Rerun from here"" functionality was not working in production, causing a ""Thread not found"" error when trying to rerun failed threads. The support team pushed a fix that resolved the issue after gathering troubleshooting information including browser version and error details.",107,Resolve LangChain component integration and model streaming issues,"Users encountered multiple technical issues across different LangChain components including LangSmith evaluation caching errors, missing ChatOpenAI service tier metadata, playground validation failures, and streaming-related problems with various models. The support team addressed these issues through bug fixes, workarounds, and feature implementations while also resolving UI errors, compatibility problems with LangMem integration, and providing clarification on model behavior and documentation gaps."
27e7243a-018f-4f40-97fd-458646e95a99,cancel their subscription. The support team acknowledged the request and is working to confirm the correct account email address for processing the cancellation.,125,Cancel LangSmith subscription and stop billing charges,"Users requested to cancel their LangSmith subscriptions and stop all future billing charges due to various reasons including non-usage, company policy changes, and account access issues. The support team processed these cancellation requests, confirmed subscription terminations, and in some cases provided refunds or removed billing information to prevent future charges."
27f76351-6d34-4d7b-bf8b-f36b963d8437,"get help with accessing LLM cost data from their self-managed LangSmith instance for analytics purposes, specifically wanting to export this data to their data warehouse to join with job metadata and perform SQL-based cost analysis.",154,Configure LangSmith data retention policies and cost management,"Users sought assistance with LangSmith data retention policies and cost management, requesting help with configuring retention periods, understanding storage limits, and managing costs associated with extended trace retention. They also required support for accessing usage metrics, troubleshooting retention policy enforcement issues, and understanding billing implications of various data retention settings."
280394f7-0ad7-4199-bccb-f2bcb75189ba,"troubleshoot their self-hosted LangSmith staging instance that stopped ingesting traces, with the issue escalating from slow trace ingestion to complete failure overnight before an important trade conference.",134,Resolve LangSmith trace ingestion and dropping issues,"Users experienced widespread issues with LangSmith trace ingestion and tracking reliability, where traces were being dropped, missing, or incompletely submitted to the platform despite applications functioning correctly. The primary resolution involved implementing wait_for_all_tracers() to ensure proper trace flushing before process termination, along with SDK updates and proper client instance management to prevent race conditions."
2810a50d-04e4-42b4-ad43-dfe998913ee9,"provide a billing-only access role that would not consume a developer seat on their account. The support team discovered the user was on a startup plan rather than enterprise, and billing-only seats are not available for self-service plans.",56,Resolve LangSmith billing and subscription management issues,"Users experienced various billing and account management issues including locked accounts preventing plan upgrades, unauthorized charges, payment interface problems, and confusion about subscription plans and pricing. The support team resolved these issues by manually processing plan changes, issuing refunds, updating payment methods, and clarifying billing policies across different LangSmith subscription tiers."
2818cb57-eb2d-42fa-b3c2-43e859cee796,"clarify the pricing details for deploying agents on the platform, specifically whether the free beta deployment applies to all users or only those with paid subscriptions.",162,Increase LangGraph platform deployment quotas and clarify pricing,"Users requested increases to their LangGraph platform deployment quotas from the default limit of 1 to higher numbers (typically 2-10 deployments) to support multiple environments, client projects, and testing scenarios. Many users also inquired about pricing details for LangGraph platform deployments during the beta phase and sought clarification on enterprise features and costs."
28201752-a80d-4737-9bd1-695969db7e17,publish an article about multi-agent systems on the blog. This is a content publishing request rather than a technical support issue.,106,Handle non-technical business development and content publishing inquiries,"Users submitted various business development and content publishing requests seeking sales discussions, blog article publications, platform reviews, and research participation opportunities. These requests were primarily promotional, marketing, or partnership inquiries rather than technical support issues related to LangChain ecosystem components."
282619ba-96ed-42a0-b415-089325a8fe41,"increase the deployment limit for their workspace from 1 to 5 deployments on the platform, which was successfully granted by the support team.",92,Increase LangGraph platform deployment quota limits for organizations,"Users requested increases to their LangGraph platform deployment quotas to support multiple environments such as development, testing, and production deployments within their organizations. The support team consistently approved these requests by upgrading users from their initial limits (typically 1 deployment) to higher quotas (usually 5 deployments) to accommodate their multi-environment deployment needs."
284228f6-6b45-490a-93ba-c358a9002e2d,"provide a new license key link for LangSmith, as the previous link they received via email had expired while they were out of office.",117,Manage LangSmith license procurement and enterprise billing setup,"Users requested assistance with LangSmith licensing procurement, management, and administrative setup, including license key provisioning, enterprise subscription quotes, billing arrangements, and vendor onboarding processes. These requests focused on obtaining new licenses, extending existing ones, handling expired keys, and establishing organizational billing structures for self-hosted and cloud LangSmith deployments."
2848cf43-7dc5-44f7-a0a7-96b652f0055b,"help them with LangGraph Platform generative UI implementation issues, specifically problems with Tailwind CSS integration and TypeScript component imports when bundling UI components in a Python-based LangGraph project. The user needed guidance on setting up the proper Node.js project structure and dependencies to enable UI component bundling on the platform.",24,Provide LangGraph Platform deployment configuration and infrastructure guidance,"Users requested comprehensive information about LangGraph Platform deployment configurations, including self-hosted options, observability metrics, database connectivity, node limits, pricing, and multi-region setup. They also sought assistance with deployment automation via APIs, generative UI implementation issues, and various technical problems related to infrastructure requirements and deployment limits."
28587998-8490-45a4-bc55-3205ddf19dd5,"help them with a LangGraph Platform issue where their hosted agent was experiencing 500 errors and thread creation failures after a cloud outage, which was ultimately resolved by rolling back a recent deployment that introduced custom authentication middleware.",113,Resolve cross-platform technical errors and configuration issues,"Users encountered various technical errors and configuration issues across multiple LangChain ecosystem components, including HTTP 400 errors during benchmark execution, authentication problems with GCP OAuth tokens on LangGraph Platform, and deployment failures affecting chat bots and graph servers. Support requests also involved obtaining platform-specific configuration details like MCP URLs and IP addresses for network whitelisting, along with troubleshooting component-specific errors in LangChain Python library and LangGraph Studio."
2870358b-591b-4fd0-a4a3-5c2e6c2cd1c2,"provide a paid guest post and backlinks service, which is spam/unsolicited marketing rather than a legitimate technical support request. The support team appropriately declined this unsolicited business proposal.",167,Handle unsolicited SEO and guest posting spam requests,"The support team
received multiple unsolicited marketing inquiries offering various SEO services
including guest posting, backlink placement, and paid promotional content on
their website. These requests were consistently identified and categorized as
spam since they represented commercial outreach rather than legitimate technical
support needs for LangChain, LangSmith, or LangGraph products."
289f841a-e095-45d2-889e-c8eda24ef435,help them understand the conversation between an AI assistant and a user about a technical issue with compiled subgraphs as nodes and interrupts in LangGraph. The user wants to know what the specific LangChain support request was in that conversation.,86,Provide comprehensive technical implementation guidance across LangChain ecosystem components,"Users requested comprehensive technical guidance across multiple LangChain ecosystem components including LangChain Python library features (context caching, vector search with PGVector, structured output with recursive Pydantic models, ElasticsearchStore vs Elasticsearch retriever), LangGraph implementation (API usage, dynamic model selection, streaming responses, deployment configurations), and organizational support needs (team training resources and educational materials). These requests focused on implementation assistance, troubleshooting specific technical issues, and seeking documentation or examples for advanced use cases within the LangChain framework."
28b16a71-9db2-4289-a4d6-76b0af05ff65,provide a SOC II report for evaluating LangSmith with their company. The support team directed them to the trust center where they were able to successfully retrieve the compliance documentation.,46,Complete security questionnaires and provide trust center compliance documentation,"Users needed to complete security questionnaires and obtain trust center documentation to fulfill third-party vendor compliance assessment requirements for their organizations. The support team consistently directed these requests to the trust center for accessing security and compliance information, with some enterprise-tier restrictions noted for certain documentation types."
28b41645-5292-4845-934e-e0b3758c501e,"clarify the scope of public sharing in LangSmith, specifically whether making a prompt public means it's visible to everyone on the internet or just within their organization.",185,Resolve LangSmith Prompt Hub and Playground functionality issues,"Users reported issues with LangSmith Prompt Hub and Playground functionality, including permission transparency problems with delete buttons, inconsistent runtime representations of StructuredPrompts in TypeScript, and challenges with audio transcription model testing capabilities. They also requested enhancements to the prompt engineering workflow such as better UI layout optimization, webhook notifications for prompt changes, and improved tool integration for system prompt evaluation."
28bd0489-8c2f-4f83-8790-ed192a0f2a1e,delete their organization and account through a data subject access request (DSAR) form. The user confirmed their request to permanently delete their organization when prompted by the support team.,58,Process LangSmith organization and account deletion requests,"Users requested deletion of LangSmith organizations and accounts through data subject access request (DSAR) forms, including duplicate accounts, test organizations, and accounts created by mistake. The support team processed these deletion requests by directing users to complete DSAR forms, requesting confirmation of deletion intent, and successfully removing the specified organizations and account data from their systems."
28c0ef9e-9f18-4d2b-9e3c-4e5bf06385da,"resolve a duplicate billing issue where they were being charged for two separate startup plan subscriptions ($19 and $57 monthly) when they only needed one. The support agent identified two organizations under the same email address, cancelled the unwanted subscription, and processed a refund.",149,Clarify LangSmith subscription pricing and billing plan structures,"Users contacted support to clarify LangSmith subscription pricing, billing structures, and plan details across different tiers including startup, plus, and enterprise options. The requests involved understanding seat charges, trace-based billing models, plan upgrades, billing discrepancies, duplicate subscriptions, and enterprise pricing inquiries for procurement purposes."
28c5e71c-c6c9-43b1-87e0-9b8f5e895a91,"help with a multiagent swarm setup error in LangSmith where they get a ""Branch condition returned unknown or null destination"" error when trying to send messages through the LangSmith platform, even though their setup works fine locally and through the React SDK.",14,Resolve LangSmith SDK functionality bugs and API integration errors,"Users experienced various LangSmith SDK functionality bugs and API integration issues, including project deletion errors preventing new project creation, failed run error message display problems, and branch condition errors in multiagent setups. They also encountered SDK version compatibility issues, API validation errors, rate limiting problems, token aggregation inaccuracies, and server errors that required troubleshooting, SDK upgrades, and platform fixes to resolve."
28d1f0de-b117-4958-baad-b492cdaa4abd,"help with a LangSmith dashboard filtering issue where they cannot filter traces by a specific input field (input.product_class_id) even though it exists in their trace data, while other similar input fields are available for filtering.",141,Fix LangSmith dashboard and trace filtering functionality issues,"Users encountered various technical issues with LangSmith's dashboard and platform filtering capabilities, specifically experiencing problems with metadata-based filtering, tag-based trace filtering, and input field filtering functionality not working as expected. These filtering malfunctions prevented users from properly viewing and organizing their trace data, with some issues affecting their ability to upgrade to paid plans."
28ed7d07-532b-4ffe-a50d-fc03152c053f,"provide guidance on properly using the MCP adapter with a LangGraph server agent, specifically addressing issues with process proliferation and context management when integrating MCP servers into their agent architecture.",34,Integrate MCP servers with LangChain agents and LangGraph platforms,"Users requested comprehensive support for integrating Model Context Protocol (MCP) servers with LangChain agents and LangGraph deployments, including functionality for sampling, hierarchical tool calling, SSE integration, resource templates, session management, and proper context handling. The requests involved both implementation guidance for MCP adapters and feature development needs such as annotation support, multiple tool exposure, and programmatic API access through MCP servers."
28f00bd8-ac02-4312-84d7-bc43ec163b27,"help them understand the issue with the `ChatOpenAI.get_num_tokens_from_messages` method when using OpenAI's Resources API, specifically that the method doesn't properly handle system messages with chat completions-style content blocks, which led to the discovery and fix of a bug in the LangChain codebase.",86,Provide comprehensive technical implementation guidance across LangChain ecosystem components,"Users requested comprehensive technical guidance across multiple LangChain ecosystem components including LangChain Python library features (context caching, vector search with PGVector, structured output with recursive Pydantic models, ElasticsearchStore vs Elasticsearch retriever), LangGraph implementation (API usage, dynamic model selection, streaming responses, deployment configurations), and organizational support needs (team training resources and educational materials). These requests focused on implementation assistance, troubleshooting specific technical issues, and seeking documentation or examples for advanced use cases within the LangChain framework."
29045dc8-798b-437a-901a-38448e6526ea,"help with LangSmith observability issues, specifically trace view timeouts and filtering failures that prevent troubleshooting, as well as bulk export job failures due to timeout errors.",134,Resolve LangSmith trace ingestion and dropping issues,"Users experienced widespread issues with LangSmith trace ingestion and tracking reliability, where traces were being dropped, missing, or incompletely submitted to the platform despite applications functioning correctly. The primary resolution involved implementing wait_for_all_tracers() to ensure proper trace flushing before process termination, along with SDK updates and proper client instance management to prevent race conditions."
290a355d-e477-41cf-a651-855971f62b11,"provide a refund for their subscription due to a misunderstanding about the pricing structure, believing it was a flat rate for multiple users rather than per-user pricing. The support team resolved the issue by confirming the cancellation, verifying no charges were pending, and restoring account access when it became locked during the process.",198,Process LangSmith Plus plan cancellations and billing refunds,"Users requested cancellation of their LangSmith Plus or subscription plans along with refunds for billing charges they considered unnecessary due to non-usage, pricing misunderstandings, or workplace changes. Support teams processed these cancellation requests and provided courtesy refunds while helping resolve account access issues and billing discrepancies that occurred during the cancellation process."
29123375-3500-4952-9a2b-fe363f8a5c79,"display prompt IDs instead of prompt types in the trace view, and to group multiple prompt invocations while keeping them distinguishable by name in the trace interface.",7,Configure LangSmith playground evaluation workflows and UI features,"Users sought assistance with advanced LangSmith playground configuration and workflow optimization for prompt evaluation and testing, including setting up auto evaluators with few-shot examples, implementing non-blocking TypeScript evaluations, and managing prompt versioning workflows. They also requested various UI improvements and feature enhancements for the playground interface, such as better trace visualization, property ordering fixes, template auto-updates, prompt text diff viewing, and enhanced filtering capabilities for experiment outputs."
29212bf0-ce95-4310-a5ff-3fef63e27009,"provide information about the collaboration between CopilotKit UI and LangChain, and to clarify confusion about missing references to a component called ""elser"" that may have been affected by integration merges.",128,Troubleshoot LangGraph Platform deployment and integration failures,"Users experienced multiple technical integration and deployment failures across LangGraph Platform and LangSmith, including authentication errors, interrupt handling bugs, UI framework integration problems, and tracing issues. The support requests involved troubleshooting deployment configurations, resolving API compatibility errors, fixing runtime package regressions, and addressing various platform-specific bugs that impacted production environments."
292d5ce1-4336-4f00-a886-baf6145af44c,"understand deployment options and scaling plans for a client project that anticipates more than 100 concurrent users, which would exceed the current autoscaling limits of the cloud offering. The user specifically asked about alternative deployment options and associated costs for high-concurrency use cases.",120,Troubleshoot LangGraph platform performance and scaling issues under high load,"Users requested technical support for troubleshooting performance bottlenecks, resource allocation issues, and scaling limitations affecting their LangGraph platform deployments under high-load conditions. They specifically needed help with database connection management, memory optimization, API rate limit adjustments, autoscaling configuration, and diagnostic tools for production workloads experiencing stability issues."
