example_id,summary,base_cluster_id,base_cluster_name,base_cluster_description
11f6b351-1e8b-4003-abfe-bc5d6342c07a,"help troubleshoot and resolve a LangGraph server deployment issue where multiple revision deployments are failing with asyncio CancelledError exceptions, despite the graph working correctly in the local development environment.",21,Troubleshoot LangGraph deployment and runtime environment errors,"Users encountered various deployment, compatibility, and runtime errors when working with LangGraph applications across different environments including local development, cloud platforms, and LangGraph Studio. The issues ranged from CLI build failures and package import errors to environment variable configuration problems and tracing functionality not working correctly in production deployments."
11fa10be-e4f5-47f2-9aea-4d994fa48aa4,"understand why their organizations and workspaces are missing from the UI after completing a migration, despite reusing the same database instances. The issue resolved itself after waiting longer for the migration to fully complete.",79,Migrate deployments from legacy to new infrastructure preserving data,"Users requested manual migration assistance to transfer their production and development deployments from legacy infrastructure to new infrastructure while preserving critical data including threads, chat history, datasets, traces, and dashboards. The requests involved coordinated migration processes with dry runs, scheduled downtime, traffic cutover assistance, and billing continuity to minimize service disruption during infrastructure transitions."
12030733-1495-4c23-8060-ff5a6071f807,analyze a potential spam or automated email they received. This is an outlier as it's unrelated to technical development or LangChain-specific issues.,70,Analyze spam and phishing message content for security threats,"Users requested analysis of potential spam or phishing messages they received, seeking to understand if suspicious emails contained malicious content or fraudulent attempts. These requests were consistently identified as outliers since they involved cybersecurity analysis rather than LangChain development or AI framework implementation."
1205bdc5-808a-45db-bd01-1e3aaf031a94,"clarify the 1M nodes executed limitation in the platform, specifically asking about how nodes are counted in graph execution, where to check usage/balance, and whether the limit is per year or total and how it's tracked across accounts or API keys.",6,Obtain LangGraph enterprise pricing and deployment information,"Developers requested comprehensive enterprise information about LangGraph deployment options, including pricing structures, licensing terms, quotas, and infrastructure requirements for production environments. They sought guidance on self-hosted versus cloud deployments, enterprise features, startup programs, and platform capabilities for scaling graph-based applications to handle high concurrent user loads."
121b6f93-8408-4b5d-93ed-813cf3fd9ab7,upgrade their self-hosted LangGraph version to the latest version as soon as possible. The assistant confirmed that the upgrade can be performed using their existing key without any impact or egress attempts.,116,Manage LangGraph deployment quotas and license configurations,"Users requested assistance with managing their account quotas and licensing for LangGraph deployment services, specifically seeking increases to deployment limits beyond default values and resolution of license key verification issues. Support teams addressed these requests by increasing deployment quotas from 1 to 5 deployments for multiple organizations and providing guidance on license management and renewal processes."
121fb0bb-720d-4fa3-8706-43ea8c29b390,"delete an organization from their account, as there was no way to perform this action through the user interface. This is an account management request that was successfully completed by the support team.",98,Delete specific LangSmith organizations from accounts,"Users requested support to delete specific unwanted organizations from their LangSmith accounts, providing organization names and IDs for removal by the support team. These requests focused on cleaning up duplicate, test, or accidentally created organizations while preserving their primary organizational accounts and associated data."
12408e8d-ee28-4033-9dbc-4de8a887a8f9,delete their account and organization. This is an account-related issue involving data subject access rights (DSAR) under GDPR for complete account deletion.,29,Process GDPR data subject access requests for account deletion,Users submitted formal data subject access requests (DSAR) under GDPR to delete their personal accounts and organizations from the platform. These requests required verification and confirmation from users before the support team could proceed with complete data deletion and account termination.
1240dbe7-2d17-491d-b730-9bb3f46f1a63,"provide positive feedback on the memory interrupts feature, expressing satisfaction with this functionality rather than requesting technical assistance or reporting an issue.",63,Manage platform support tickets and bug reports,"Users experienced various technical issues with the development platform interface and submitted support tickets for resolution, including bugs with chat functionality, survey features, and workspace management. They followed up on pending support requests, provided feedback on implemented features, and sought status updates on previously reported problems that required technical investigation."
12422b61-1c08-4db4-93f7-e7d4156bc948,acknowledge receipt of information or a message. This is an outlier as it is not related to technical development or any specific technical assistance.,93,Classify non-technical messages as conversation outliers,"Users submitted various non-technical messages including acknowledgments, follow-ups, test messages, greetings, and roleplay content that contained no actual technical development requests. These conversations were classified as outliers since they lacked any substantive technical queries related to LangChain, AI development, or programming assistance."
1253f515-a350-443b-b345-deb86b8eadd2,"resolve performance and availability issues with the platform, specifically slowness problems affecting tracing projects, dataset experiments, and evaluations, along with requesting best practices guidance for scaling self-hosted infrastructure components.",57,Configure LangSmith production monitoring and operational infrastructure,"Users requested comprehensive support for LangSmith production operations including monitoring setup, log synchronization, performance optimization, database configuration, audit logging implementation, and metrics endpoint access. They also sought guidance on profiling tools, SLA clarifications, data migration between deployments, and proper environment configuration for tracking and observability features."
126c1751-09e2-42e9-bb6b-d4c8497bad2f,"discuss the enterprise plan and pricing, which is a business/sales inquiry rather than a technical development issue. This should be classified as an outlier since it relates to commercial discussions rather than technical support for development tools or platforms.",23,"Classify
non-technical business inquiries as outliers","Users submitted
various non-technical business inquiries including partnership proposals,
investment opportunities, marketing collaborations, event invitations, and
administrative requests that were unrelated to LangChain or AI development. These
requests were consistently identified and categorized as outliers since they fell
outside the scope of technical development assistance."
127da360-5e15-4e05-9c10-4b52f01747a1,help them access a LangSmith account that belonged to a former employee who is no longer with the company. They want to download receipts for usage and transition the account to their own email address.,14,Resolve LangSmith account email and SSO configuration issues,"Users requested assistance with account email address updates, organization transfers, and SSO authentication issues on the LangSmith platform. They encountered technical problems with email verification, account access after employee turnover, organization visibility, and transferring ownership between personal and business accounts."
12a02f8d-a10a-4022-a6a1-ce560f3a2280,"help with caching hub.pull queries for local execution to improve development performance, and later to troubleshoot deployment errors when using the platform.",7,"Optimize LangGraph platform
storage and scaling infrastructure","Users requested help
with LangGraph and LangSmith infrastructure optimization and storage management
for high-scale production deployments. They needed guidance on database
performance tuning, checkpoint storage optimization, Redis configuration, TTL
policies, and platform scaling to handle thousands of concurrent operations and
millions of weekly LLM calls."
12d7fced-18ef-4dae-970c-49dab96392df,increase the deployment quota for their LangGraph platform account to support testing and deployment of their startup's product.,34,Increase deployment quotas and resolve workspace access issues,"Users requested deployment quota increases from the default limit of 1 to multiple deployments (typically 2-5) to enable proper development workflows with separate development, staging, and production environments. They also sought guidance on workspace management, access permissions, repository visibility issues, account migration, and platform access requirements for their cloud deployment infrastructure."
12dafc21-f117-46d0-b775-70e55f9a3991,"add user traceability features in the platform, specifically requesting user information tracking for prompt commits, user annotations, and any UI operations where users can create, update, or delete content, with these features also needed for self-hosted deployments.",57,Configure LangSmith production monitoring and operational infrastructure,"Users requested comprehensive support for LangSmith production operations including monitoring setup, log synchronization, performance optimization, database configuration, audit logging implementation, and metrics endpoint access. They also sought guidance on profiling tools, SLA clarifications, data migration between deployments, and proper environment configuration for tracking and observability features."
12e08f3d-554c-4db8-ba68-17417c9be329,"help with upgrading their deployment from version 0.7.45 to the latest release, specifically resolving a Redis StatefulSet error that prevents successful upgrade due to forbidden spec field updates, and to schedule a working session to review their configuration file before applying the helm release.",114,Troubleshoot self-hosted platform upgrades and LangChain library integration issues,"Users encountered various technical issues with self-hosted platform deployments and LangChain library integrations, including version upgrade failures, networking problems, and library-specific bugs in components like langchain-postgres and tiktoken. Support requests involved troubleshooting deployment instabilities, resolving dependency conflicts, fixing library validation errors, and addressing documentation gaps after system updates."
12f467b8-b9ff-4796-aa85-5cc2ca98bb55,report a security vulnerability related to DNSSEC not being configured on the company's domain. The user submitted a detailed bug report about DNS security configuration issues and later threatened to publicize the vulnerability when informed it wasn't part of the bug bounty program.,108,Report security vulnerabilities and inquire about bug bounty programs,"Users reported security vulnerabilities they discovered in the platform and inquired about bug bounty programs for responsible disclosure. They sought information about vulnerability reporting processes, compensation structures, and security contact details for submitting their findings."
12f737bb-d509-4029-bd17-cef38225aae3,"resolve SSL certificate validation issues when connecting to LangSmith, specifically needing help with root certificate configuration that was causing Docker container failures until they set the REQUESTS_CA_BUNDLE environment variable.",11,Debug LangSmith Kubernetes deployment and infrastructure issues,"<summary>Developers resolved various deployment and infrastructure issues with LangSmith on Kubernetes platforms including EKS and AKS, addressing problems with ClickHouse compatibility, pod crashloops, environment variable configuration, and Helm chart upgrades. They troubleshot API connectivity issues, authentication configuration, database connections, and service outages while working with self-hosted LangSmith deployments in containerized environments."
13099d10-541e-4b10-9fbc-9f879641d27d,find out when LangGraph will be supported on LangSmith Self-hosted for BYOC (Bring Your Own Cloud) and whether BYOC will always require a SaaS control plane.,58,Deploy LangGraph Platform and LangSmith in enterprise self-hosted environments,"Developers requested guidance on deploying and configuring LangGraph Platform and LangSmith in self-hosted, on-premises, and BYOC environments with enterprise security requirements. They needed assistance with infrastructure setup, database connectivity, authentication, data isolation, pricing models, and migration from cloud to private deployments."
1315c2a4-843c-46e0-a20d-606c8af100c0,"help them with a technical issue related to their account or system access, specifically involving a one-time passcode that they received for authentication purposes.",27,Handle non-technical administrative and communication outlier requests,"Users submitted a collection of non-technical administrative and communication requests, including team introductions, meeting coordination, spam/phishing inquiries, and platform migration tasks. These requests were predominantly unrelated to LangChain development or AI framework technical issues and represented outlier communications that fell outside the scope of technical development support."
13272a7e-6cb0-46ea-a5d9-07f0e8b012fb,share their implementation of AI agents for machines using LangGraph and provide a link to their product on a product showcase platform. This appears to be a notification or sharing of their successful implementation rather than a request for technical assistance.,39,Build multi-agent LangGraph workflows and architectures,"Users requested guidance on architecting and implementing multi-agent systems using LangGraph, including questions about graph structure design, agent hierarchy patterns, message handling between agents, and evaluation strategies for agent workflows. They also sought technical support for building autonomous agentic systems with capabilities like professional networking platform integration, data analysis workflows, and proper handoff mechanisms between different agent types."
1330ffaa-caec-46fb-90e9-8d4954afdadf,"follow up on a previous email and request an update on their support ticket. This is a general customer service inquiry rather than a specific technical development request, so it should be classified as an outlier.",86,Handle non-technical business and marketing inquiry outliers,"Users submitted various non-technical requests including guest posting, link placement, event ticket purchases, conference access, sponsorship inquiries, job applications, and general customer service follow-ups. These requests were consistently identified as outliers since they involved business partnerships, marketing services, event logistics, and employment inquiries rather than technical development assistance."
134522c9-cd14-4564-be6d-58a3e79d1587,"help resolve a technical issue with the onboarding page's ""Get started"" button not working properly, which led to troubleshooting authentication problems, 500 errors, and ultimately needing service route mappings to properly configure their self-hosted deployment on a cloud container service.",51,Troubleshoot LangChain cloud deployment stability and service outages,"Users experienced persistent deployment instability and service outages on LangChain cloud platforms, reporting crashes, 502/503 errors, and system unavailability under production workloads. They sought troubleshooting assistance for database connectivity issues, auto-scaling configurations, thread state problems, and platform reliability concerns affecting their hosted LangGraph and LangSmith deployments."
134cc0a7-ea55-4708-b30f-8cd03cb7d94c,"find a way to prevent LangSmith from interpreting curly braces ({}) as variables in prompts, since they need to use curly braces for their proprietary language syntax without triggering variable detection that prevents running prompts in the playground.",117,Fix LangSmith platform UI bugs and enhance SDK functionality,"Users requested various improvements and fixes for LangSmith platform functionality including UI bugs, SDK enhancements, and feature additions. They sought solutions for issues like missing async prompt methods, UI button malfunctions, run sharing controls, prompt variable handling, and API retry logic configuration."
1374c349-59f1-4f75-97e0-3ce664e01a9f,"help with a deployment migration issue where their deployment is running on deprecated legacy infrastructure and the automatic migration failed, requiring manual intervention to create a new working revision before a specified deadline to avoid permanent project deletion.",18,Resolve failed auto-migration from legacy to new deployment infrastructure,Users encountered deployment migration issues where their deployments running on deprecated legacy infrastructure failed to automatically migrate to new infrastructure. They required manual intervention to create new working revisions before specified deadlines to avoid permanent project deletion.
13856c92-eac9-457d-83a4-e890a20182fc,"classify a potential spam or phishing email as spam, close the support ticket, and update spam filters to automatically handle similar requests in the future. This is an outlier as it relates to email security management rather than technical development.",90,Report email security vulnerabilities and penetration test remediation,"Users reported critical email security vulnerabilities including missing SPF, DKIM, and DMARC configurations that enabled email spoofing attacks, and requested status updates on penetration test remediation plans with specific deadlines. They also sought guidance on phishing incident response, security team training, and responsible disclosure compensation for identified vulnerabilities."
13aa0f8f-750a-4f63-b9b3-c690bf3c9bb2,"understand how latency metrics (P50 and P99) are calculated in the thread view for tracing, specifically seeking clarification on the statistical methodology used for these percentile calculations.",47,Debug LangSmith tracing performance and metrics analysis issues,"Users requested assistance with troubleshooting and optimizing LangSmith tracing performance issues, including problems with data masking for sensitive information, slow loading of trace data, handling large payloads, and resolving memory leaks in custom tracer implementations. They also sought help understanding tracing metrics calculations, latency reporting accuracy, cost tracking discrepancies, and accessing aggregate performance data across multiple traces and conversations."
13aa7959-3275-42c1-b70c-a5542d71d5ef,complete an overdue privacy assessment for a language model platform. The support team directed them to visit the trust center for security and compliance information to help answer the assessment questions.,38,Obtain platform compliance documentation and security certifications,"Users requested compliance documentation and security assessments to meet their organizational requirements for vendor evaluation and regulatory compliance. They sought access to SOC II reports, data processing agreements, privacy policies, GDPR documentation, and security questionnaires through the platform's trust center and support channels."
13b7a0bb-3f54-4c1b-a1ee-098b77a2b4ab,"transfer ownership of their disabled organization account to a new email address and reactivate the account, which was disabled due to failed payments over the past 9 months.",14,Resolve LangSmith account email and SSO configuration issues,"Users requested assistance with account email address updates, organization transfers, and SSO authentication issues on the LangSmith platform. They encountered technical problems with email verification, account access after employee turnover, organization visibility, and transferring ownership between personal and business accounts."
13f83c40-b7d0-4370-adbf-cc2ce5dc87ee,"access the `service_tier` information from ChatOpenAI responses in LangChain, which was not being returned in the response metadata despite being set according to the documentation.",100,Troubleshoot LangChain API authentication and connectivity issues,"Users encountered various API connectivity and authentication issues across LangChain deployments, including problems with API key configuration, authentication headers, service tier access, and CORS policies. They also faced platform-specific integration challenges with Azure OpenAI, Google agents, MCP tools, and deployment authentication that required troubleshooting connection errors and configuration fixes."
141263b7-d993-44de-8a21-22de55102caa,"delete a duplicate account that was accidentally created when logging in with a new browser, specifically requesting deletion of the account not associated with their organization.",98,Delete specific LangSmith organizations from accounts,"Users requested support to delete specific unwanted organizations from their LangSmith accounts, providing organization names and IDs for removal by the support team. These requests focused on cleaning up duplicate, test, or accidentally created organizations while preserving their primary organizational accounts and associated data."
14204b55-b2ff-45f1-afac-7a0a7a51d2b5,classify it as an outlier. This conversation is not a technical request but rather a business development outreach attempting to establish an affiliate marketing partnership and promote a competing product.,31,Classify non-technical conversations as outliers from support requests,"Users requested classification of various non-technical conversations as outliers, including business outreach, marketing solicitations, team coordination messages, and spam content. These conversations were determined to be unrelated to LangChain development or technical support issues and were appropriately categorized as falling outside the scope of technical assistance."
14286ba0-8eb0-4627-8816-d88075c19ff8,"resolve a billing and payment issue where their credit card payment keeps failing due to insufficient funds, which they believe is caused by a previous charge that hasn't been refunded yet. The user ultimately requests to either process the refund quickly so they can make the new payment, or alternatively to cancel the refund and extend their service period instead.",107,Resolve billing account and payment processing issues,"Users encountered various billing account issues including incorrect email addresses preventing receipt downloads, duplicate invoices, failed payments, unexpected charge increases, missing payment records, and pricing tier corrections. They also requested administrative assistance with phone verification for banking information, invoice documentation, and payment method changes from credit cards to wire transfers."
1438486f-dc0b-44c2-9e52-d2f54a145a18,"find a client library for their web product to communicate with their graph service deployed on the platform, specifically seeking guidance on generating a client using available tools and understanding the implementation difficulty.",6,Obtain LangGraph enterprise pricing and deployment information,"Developers requested comprehensive enterprise information about LangGraph deployment options, including pricing structures, licensing terms, quotas, and infrastructure requirements for production environments. They sought guidance on self-hosted versus cloud deployments, enterprise features, startup programs, and platform capabilities for scaling graph-based applications to handle high concurrent user loads."
145634b5-8a17-483d-a8dc-e3186ede919e,increase the seat limit on their startup plan from 10 to accommodate additional team members. The support team resolved this by increasing their seat count to 20.,12,Increase cloud platform resource quotas and deployment limits,"Users requested increases to deployment quotas, timeout limits, pod counts, and seat limits on cloud platforms to accommodate multiple environments, scaling needs, and growing team sizes. Support teams resolved these resource allocation requests by adjusting account limits from default values to higher thresholds ranging from 2 to 50 depending on the specific resource type and user requirements."
1459c8d0-2f83-413b-8b50-7a191582962e,help with a deployment migration issue where their deployment is running on deprecated legacy infrastructure and requires manual intervention to create a new working revision before a specified deadline to avoid permanent project deletion.,18,Resolve failed auto-migration from legacy to new deployment infrastructure,Users encountered deployment migration issues where their deployments running on deprecated legacy infrastructure failed to automatically migrate to new infrastructure. They required manual intervention to create new working revisions before specified deadlines to avoid permanent project deletion.
149d744f-67d1-4ee2-90f0-e578059ad668,delete their organization account(s) and associated data under GDPR data subject access rights. This is an account-related issue involving data deletion and privacy compliance rather than a technical development request.,94,Manage organization admin permissions and remove former employees,Users requested to modify organization admin permissions and remove former employees from workspaces due to personnel changes. They also requested to transfer organization ownership and update access controls after staff departures from their companies.
14afb519-57b9-4a1b-bca5-0f83d1270422,provide SEO promotional services for their website. This is an outlier as it's unrelated to technical development and instead focuses on marketing services.,92,Handle SEO and promotional service solicitations,"Multiple entities reached out to offer SEO services, promotional campaigns, guest posting opportunities, and link building collaborations for marketing purposes. These requests also included various partnership proposals for sponsored content, backlink services, and advertising placements unrelated to technical development."
14b70719-532f-4b11-879a-fbe267406ea4,"investigate and fix missing documentation that was broken after a specific commit, particularly affecting vector store integration documentation. The issue was acknowledged and resolved through a pull request that was subsequently merged.",114,Troubleshoot self-hosted platform upgrades and LangChain library integration issues,"Users encountered various technical issues with self-hosted platform deployments and LangChain library integrations, including version upgrade failures, networking problems, and library-specific bugs in components like langchain-postgres and tiktoken. Support requests involved troubleshooting deployment instabilities, resolving dependency conflicts, fixing library validation errors, and addressing documentation gaps after system updates."
14c5c810-deb5-4bc0-ba09-9faf80d9030a,remove the response limit on the model that is causing code generation and lengthy responses to be truncated or cut off mid-completion on the chat platform.,10,Troubleshoot AI system observability and production deployment issues,"Users experienced various technical issues with AI system observability, monitoring, and production deployment that required troubleshooting and resolution. The problems included incomplete traces, missing telemetry data, webhook feedback issues, deployment failures, high latency, streaming errors, validation problems, and UI functionality bugs across different AI platforms and frameworks."
14c84d90-663b-4214-830d-840f0cc31358,help with hiding an unwanted add-on that appears in Google Chrome when using a specific Docker Compose configuration for a localhost deployment. The user wants to know if there's a parameter or configuration update needed to resolve this browser extension visibility issue.,102,Implement LangSmith trace filtering and metadata management features,"Users requested various trace filtering and metadata management capabilities in LangSmith, including filtering by metadata fields, input parameters, and status values, as well as API-based querying and programmatic access to filtered traces. They also needed functionality to add metadata to completed traces, implement data redaction workflows, and resolve bugs in existing filter mechanisms that were not working as expected."
14e395a3-9d38-4bc1-9a1b-243af3adc32d,"update their account to the startup plan on the EU tenant after migrating from a non-EU tenant, as they previously had the startup plan on their original tenant. This is an account management and billing-related request for maintaining their existing plan status after a regional migration.",91,Migrate LangSmith accounts from US to EU regions,"Users requested assistance migrating their LangSmith accounts and organizations from US data regions to EU data regions for compliance and data residency requirements. Support teams provided detailed migration processes involving creating new EU accounts, exporting/importing data, transferring subscription benefits, and handling billing transitions since direct regional migration is not supported."
14f5ac92-b665-4331-ad2b-3190b1a8944f,help resolve a deployment failure issue on the platform. The user was experiencing deployment failures and needed technical support to identify and fix the root cause of the problem.,85,Submit general LangChain platform technical support requests,"Users submitted various technical support requests for LangChain platform and tooling issues, including workspace management, deployment problems, and development environment configuration. The requests covered channel management, dataset operations, agent debugging, LangGraph Studio questions, vector search integration issues, and rate limiting problems in RAG applications."
15134641-e984-4fcd-9805-dd0871bb6bda,classify the conversation as an outlier. This is a spam inquiry about domain ownership and is unrelated to technical development or LangChain-related issues.,50,Classify non-technical messages and spam as outliers,"Users requested assistance to classify various types of non-technical messages as outliers, including marketing emails, domain renewal reminders, spam messages, and automated customer service responses. These classification requests were identified as unrelated to technical development or LangChain-related issues and required categorization as outliers in the system."
1529f993-35ef-41e7-b371-77161baa5697,help them set up and configure LangGraph Studio and resolve errors they're encountering while trying to run various project templates including agent applications and other development projects.,116,Manage LangGraph deployment quotas and license configurations,"Users requested assistance with managing their account quotas and licensing for LangGraph deployment services, specifically seeking increases to deployment limits beyond default values and resolution of license key verification issues. Support teams addressed these requests by increasing deployment quotas from 1 to 5 deployments for multiple organizations and providing guidance on license management and renewal processes."
152c819f-3126-4807-9038-e10021b60a24,"help them create a dashboard in LangSmith that breaks out total cost by team or user, specifically needing guidance on how to use filters to create bar charts showing 7-day costs for the top 10 highest cost users and costs for each team over 7 days.",9,Configure and troubleshoot LangSmith evaluation workflows and dashboards,"Users sought comprehensive guidance on implementing, configuring, and troubleshooting various evaluation workflows in LangSmith, including setting up custom evaluators, managing evaluation parameters, and resolving runtime errors with async functions. They requested help with creating cost dashboards, configuring display options, understanding evaluation metrics, implementing user-specific feedback systems, and streamlining workflows for evaluating prompts with PDF attachments."
154ac7ea-fd25-4869-9cdb-141191dceec9,"help troubleshoot and resolve high latency issues in streaming responses that are being incorrectly reported in traces, where latency numbers show tens of minutes or hours instead of actual response times, often correlating with generator exit errors and incomplete streaming processes.",47,Debug LangSmith tracing performance and metrics analysis issues,"Users requested assistance with troubleshooting and optimizing LangSmith tracing performance issues, including problems with data masking for sensitive information, slow loading of trace data, handling large payloads, and resolving memory leaks in custom tracer implementations. They also sought help understanding tracing metrics calculations, latency reporting accuracy, cost tracking discrepancies, and accessing aggregate performance data across multiple traces and conversations."
15b908ac-40ae-43b9-807c-48305ba4d4da,delete an organization and reset their personal organization with the default tracing project option.,101,Manage tracing project lifecycle and administrative operations,"Users reported various issues with managing and maintaining their tracing projects, including problems with project deletion, restoration, and display functionality. They also encountered data retention issues, unwanted traces continuing to generate costs, and needed administrative controls like audit logging and bulk trace deletion."
15c235e6-0baa-430d-ad26-07f188ce977d,"downgrade from the Plus plan to the Developer plan and regain access to the platform to export traces, but encountered issues because there is no direct downgrade path available.",65,Manage tracing platform account settings and billing configurations,"Users experienced various account administration issues including accessing billing information, understanding data retention policies, and resolving trace count discrepancies. They also needed to perform data export operations and modify subscription plans within the tracing platform."
15ec344c-fb39-4eee-a87b-e8cad056000c,"resolve recurring 503 Service Temporarily Unavailable errors with run ingestion that are completely halting their production workflows, seeking clarification on whether this is a known service issue and requesting guidance on appropriate retry strategies.",51,Troubleshoot LangChain cloud deployment stability and service outages,"Users experienced persistent deployment instability and service outages on LangChain cloud platforms, reporting crashes, 502/503 errors, and system unavailability under production workloads. They sought troubleshooting assistance for database connectivity issues, auto-scaling configurations, thread state problems, and platform reliability concerns affecting their hosted LangGraph and LangSmith deployments."
15ee0855-7e62-4363-98ef-c76cbdd39901,"help troubleshoot 404 errors when connecting to a cloud server through an integration, which was ultimately resolved by correcting authentication headers.",32,Troubleshoot LangSmith authentication and SSL certificate configuration errors,"Users encountered various authentication, SSL certificate, and configuration errors when accessing self-hosted and cloud-hosted LangSmith instances, including 404 errors from disk space issues, certificate verification failures, database URL parsing problems, and incorrect endpoint configurations. These issues were resolved through troubleshooting authentication headers, correcting regional endpoint settings, fixing ingress configurations, and ensuring proper API key and environment variable setup."
160e940c-de71-43cc-89d2-4999e1401838,"schedule a call to discuss showcasing AI agents on an AI agent marketplace platform. This is a marketing/promotional inquiry rather than a technical development request, so it should be classified as an outlier.",19,Handle non-technical business partnership and promotional inquiry outliers,"Users repeatedly submitted business partnership proposals, marketplace showcase requests, event invitations, and domain acquisition inquiries that were unrelated to technical development needs. These requests consistently focused on commercial partnerships, promotional opportunities, and business collaborations rather than addressing any LangChain or AI development technical issues."
163a26ed-a0b2-4132-8096-0a9df8182ec9,"establish a business collaboration or partnership with a marketplace platform, not a technical development request. This should be classified as an outlier since it's a business development inquiry rather than a technical support issue.",72,"Handle
business partnership and commercial inquiry requests","The requests
consistently sought business partnerships, collaborations, sales discussions,
and investment opportunities rather than technical development assistance.
These inquiries focused on establishing commercial relationships, product
demos, affiliate programs, and strategic business growth initiatives rather
than addressing specific technical implementation needs."
16525d9b-d752-464f-af64-c723c1f1964c,delete their organization and account. This is an account-related issue where the user submitted a data subject access request (DSAR) for account deletion and confirmed their request when prompted by the support team.,29,Process GDPR data subject access requests for account deletion,Users submitted formal data subject access requests (DSAR) under GDPR to delete their personal accounts and organizations from the platform. These requests required verification and confirmation from users before the support team could proceed with complete data deletion and account termination.
165ccf16-5183-45df-937e-d3faf0606eb1,"fix the LLM-as-Judge backfill feature in LangSmith, which is not properly applying filters when checking record counts, preventing them from running evaluations on historical data despite having filters that should limit the dataset to a manageable size.",53,Fix LangSmith evaluation features and data management functionality,"Users encountered various functional issues with LangSmith's evaluation and data management features, including problems with LLM-as-Judge backfill filters, experiment data visibility, metadata display and export limitations, rate limits for custom evaluators, and dataset validation errors. They also requested technical improvements such as asynchronous data masking operations, configurable precision for feedback scores, documentation for embedding distance features, and solutions for token counting issues with Anthropic models."
166e3b8e-1a89-4e44-986b-c46f036a5911,"get advice on whether a multi-agent supervisor architecture would be suitable for their chatbot development project, specifically seeking guidance on using a multi-agent supervisor library for integrating new capabilities like API tools alongside existing RAG functionality.",39,Build multi-agent LangGraph workflows and architectures,"Users requested guidance on architecting and implementing multi-agent systems using LangGraph, including questions about graph structure design, agent hierarchy patterns, message handling between agents, and evaluation strategies for agent workflows. They also sought technical support for building autonomous agentic systems with capabilities like professional networking platform integration, data analysis workflows, and proper handoff mechanisms between different agent types."
16738adc-46db-49a6-80ad-cc923b08885b,"process a refund for an unused subscription service, remove their credit card information from their account, and delete/cancel their account entirely. This is a billing and account management issue rather than a technical development request.",2,Cancel subscriptions and process refunds for billing issues,"Users requested to cancel their subscriptions and obtain refunds for various reasons including expired payment methods, duplicate billing from region migrations, accidental subscription activation, and unused services. These requests involved billing issues, subscription plan changes, and account cancellations due to technical platform complexity or lack of usage."
16a87e61-87d1-47de-8fce-7a91159c1077,get an additional cloud deployment for their production environment to separate it from their development environment. The user is a healthcare startup that has been transitioning from their own graph-based solution to the platform and needs the additional deployment quota to isolate their production and development environments.,83,Increase deployment quotas for graph-based development platform scaling,"Users
requested to increase their deployment quotas on a graph-based development
platform from default limits (typically 1) to higher numbers (ranging from 2
to 15 deployments) to support multiple environments and scaling needs. These
requests were consistently approved by support teams, with users seeking
separate development, staging, and production environments for their graph
applications and agent deployments."
16a8d1b6-6aa4-4022-9d4b-8e62cf0d6f19,"clarify the billing policy for new LangGraph deployments, specifically whether deployments created after a certain date would be billed immediately or receive the same grandfathered free period as existing deployments.",58,Deploy LangGraph Platform and LangSmith in enterprise self-hosted environments,"Developers requested guidance on deploying and configuring LangGraph Platform and LangSmith in self-hosted, on-premises, and BYOC environments with enterprise security requirements. They needed assistance with infrastructure setup, database connectivity, authentication, data isolation, pricing models, and migration from cloud to private deployments."
16af2956-5f19-43ac-91f1-b5c8be1aa309,obtain IP addresses or whitelisting information to allow their deployed agent to connect to their restricted-access database. The support team provided a documentation link containing the necessary IP addresses for whitelisting purposes.,123,"Configure platform
access security features and integration partnerships","Users requested
access to platform services, security configurations, and administrative
features including IP whitelisting for database connections, two-factor
authentication setup, beta feature enrollment, and custom integration
partnerships. They sought account management assistance, pricing information,
and guidance on platform capabilities like Few-Shot Search indexing, vanity
URLs, and automated SOP execution workflows."
16c1bf93-e799-4872-b3ce-79f6319e6317,"dynamically specify which project to send traces to when invoking LLM calls, rather than relying on static environment variables, so they can separate automated test traces from human-generated traces in their observability system.",106,Configure LangSmith analytics monitoring and evaluation workflows,"Users requested various analytics and monitoring capabilities for LangSmith deployments, including accessing cost data for SQL analysis, filtering LLM outputs, and configuring trace routing. They also sought evaluation features like running LLM judges on datasets, creating annotation queues, and accessing reasoning tokens in structured outputs."
16e08ce5-030c-4f4e-a624-5a92310e2201,"report a service outage where they cannot access traces in the tracing platform, though the issue resolved itself during the conversation. The support team identified the user was on the US cloud instance experiencing transient errors and lag that were being investigated.",124,Debug tracing dashboard visibility and trace data issues,"Users experienced a variety of specific tracing issues within their AI development platform, including missing traces for intermediate nodes, hanging traces, service errors when viewing traces, and problems with trace output appearing as null at the root level. They sought help to debug and resolve these technical problems affecting their ability to monitor and view trace data in the tracing dashboard."
16ff8a76-6467-4e05-9f7c-300765e51914,help them understand what to do about a spam or irrelevant message they received. This is an outlier as it's unrelated to technical development.,27,Handle non-technical administrative and communication outlier requests,"Users submitted a collection of non-technical administrative and communication requests, including team introductions, meeting coordination, spam/phishing inquiries, and platform migration tasks. These requests were predominantly unrelated to LangChain development or AI framework technical issues and represented outlier communications that fell outside the scope of technical development support."
